Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;64605;;;1 Hour CSS;;;/course/1-hour-css/;;;61114;;;4.3781514;;;2441
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1565240;;;Build Reactive RESTFUL APIs using Spring Boot/WebFlux;;;/course/build-reactive-restful-apis-using-spring-boot-webflux/;;;14329;;;4.494024;;;2422
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;980114;;;The Complete TypeScript Programming Guide for Web Developers;;;/course/typescript-programming/;;;449;;;4.4;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2441324;;;Build Real World Website with PHP, PDO & MySQL;;;/course/build-real-world-website-with-php-pdo-and-mysql/;;;25865;;;4.55;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1521110;;;How To Create A Website With Wordpress From Scratch;;;/course/how-to-create-a-website-with-wordpress-from-scratch/;;;7698;;;4.35;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2682224;;;Gatsby JS & Prismic: Build RAPID Gatsby sites | Gatsby 2021;;;/course/gatsby-js-prismic-netlify/;;;479;;;4.7;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;424692;;;Rapid PrimeFaces;;;/course/rapid-primefaces/;;;465;;;4.15;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2724986;;;React Node Website Development for Beginners;;;/course/react-node-cloudinary-sendgrid/;;;25984;;;4.05;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3877968;;;Create Shopify App - Master Shopify CLI, App Bridge, Polaris;;;/course/shopify-app/;;;747;;;4.3939395;;;89
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1911332;;;Web Development Essentials - HTML5, CSS, Javascript;;;/course/web-development-essentials-html5-css-javascript/;;;392;;;3.7;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2602776;;;Ruby on Rails 6 Complete Beginner's Course [2021];;;/course/complete-beginners-course-for-ruby-on-rails-6/;;;372;;;3.65;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;570416;;;JSON Coding JSON data with JavaScript Objects Course;;;/course/introduction-to-json-javascript-object-notation-tutorial/;;;8904;;;4.3;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2919002;;;NodeJs React Rest Summer Special 2020;;;/course/nodejs-react-rest-summer-special-2020/;;;36490;;;4.5;;;88
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3447008;;;The JavaScript Complete Guide Course;;;/course/javascript-complete-guide-course/;;;12765;;;3.95;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1010156;;;Learn Docker For Absolute Beginners;;;/course/learn-docker-for-absolute-beginners/;;;5580;;;4.2;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;462668;;;How To Build A Website From Scratch + Blogging Blueprint;;;/course/how-to-build-a-website-from-scratch-blogging-blueprint/;;;18171;;;3.9;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1385098;;;NodeJS API Development with Express MongoDB and Mongoose;;;/course/build-an-api-with-nodejs-express-mongodb-mongoose/;;;3247;;;4.15;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3279118;;;The Advanced HTML 5 Course;;;/course/advanced-css-3-practical-course-2020/;;;11077;;;3.8;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;107650;;;Website Wireframing with HTML5 & CSS3;;;/course/website-wireframing-with-html5-css3/;;;518;;;4.05;;;87
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1636896;;;Cloud Computing with AWS- Amazon Web Services 2021;;;/course/cloud-computing-with-aws-amazon-web-services/;;;754;;;3.4;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;4011906;;;FastAPI Full Stack Web Development (API + Webapp);;;/course/fastapi-course/;;;830;;;4.3245616;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1902720;;;Full-Stack Web Developer Bootcamp with Real Projects;;;/course/full-stack-web-developer-bootcamp-with-real-projects/;;;465;;;4.2;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1199058;;;Front-end Web developer MasterClass HTML CSS JavaScript;;;/course/learn-html-css-javascript/;;;444;;;4.4;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2487472;;;Learning Web Security OWASP Top 10 2019;;;/course/learning-web-security-owasp-top-10/;;;268;;;3.95;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;512146;;;Learn SignalR: Make a Full Featured Chat App From Scratch;;;/course/learn-signalr-make-a-full-featured-chat-app-from-scratch/;;;333;;;3.4;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1418342;;;Functional Programming For JavaScript Developers;;;/course/master-functional-js/;;;424;;;4.65;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3336932;;;Vue JS 3: The Composition API;;;/course/vuejs-3-the-composition-api/;;;304;;;4.428571;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;358508;;;Create Jekyll blog and host it on Github like a Ninja;;;/course/create-free-jekyll-blog-on-github-pages-like-a-ninja/;;;5084;;;3.35;;;86
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1520192;;;Lightning fast memory grids using Hazelcast IMDG;;;/course/lightning-fast-memory-grids-using-hazelcast-imdg/;;;392;;;4.35;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1269536;;;Google Home Development: From Beginner to Intermediate;;;/course/google-home-development-from-beginner-to-intermediate/;;;1294;;;3.3;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1981942;;;HTML for beginners;;;/course/the-way-to-web-development-by-learning-html-5-from-scratch/;;;9161;;;4.0;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1201380;;;Creating HTML5 banners & animations using Adobe Animate CC;;;/course/html5-banners-adobe-animate-cc/;;;2587;;;3.7;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;4034326;;;Angular JS - Complete Guide (2021);;;/course/angularjscompleteguide/;;;30052;;;2.6;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2863322;;;Web Design Accessibility Certificate;;;/course/web-accessibility/;;;327;;;4.6;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2721942;;;School Management System - Build With PHP CodeIgniter Part 2;;;/course/php-school-system-using-codeigniter-framework2020-part-2/;;;797;;;4.95;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1232650;;;Progressive Web Application With React Jumpstart;;;/course/progressive-web-app-with-react-jumpstart/;;;1199;;;3.75;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3111020;;;Build a Responsive Real World Website From Scratch HTML CSS;;;/course/complete-responsive-website-design-from-scratch/;;;1717;;;4.138889;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3235581;;;The Django Bible™ | Python for Web Developer;;;/course/the-django-bibletm-python-for-web-developer/;;;7821;;;4.2;;;85
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;30911;;;HTML5 APIs For JavaScript - A Course For Web Developers ;;;/course/html5-apis-for-javascript-a-course-for-web-developers/;;;7810;;;3.85;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3694744;;;Gatsby JS | Build a personal blog using gatsbyJS;;;/course/gatsbyjs-graphql-build-a-personal-blog-using-gatsbyjs-graphql/;;;43207;;;4.1320753;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3315036;;;Project with Laravel PHP:Make a doctor appointment system;;;/course/laravel-php-doctor-appointment-web-application/;;;545;;;4.4166665;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;139712;;;Ajax, jQuery and JSON for Beginning Web Developers;;;/course/ajax-jquery-and-json-for-beginning-web-developers/;;;850;;;3.95;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;845794;;;JavaScript for Coders: Learn OOP in JavaScript;;;/course/advance-javascript-for-coders-learn-oop-in-javascript/;;;545;;;3.2;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1254172;;;Responsive PHP Registration Form: From Scratch;;;/course/responsive-php-registration-form/;;;12052;;;3.85;;;84
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3618838;;;JavaScript 101: JavaScript for absolute beginners;;;/course/javascript-tutorial/;;;6947;;;4.5384617;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1131732;;;Set up a localhost Web Server for Faster Website Development;;;/course/localhost-web-server/;;;384;;;4.8;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2334670;;;Step By Step Create Admin Panel With Spring Boot And Angular;;;/course/step-by-step-create-admin-panel-with-spring-boot-and-angular/;;;392;;;4.2;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2459100;;;Web Development HTML CSS & JS  a 2021 Beginner to Advance;;;/course/web-development-a-practical-html-css-and-js-beginner-course/;;;3455;;;4.25;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3337298;;;The Complete React Developer Course (w/Hooks , Context API);;;/course/the-complete-react-developer-course-whooks-context-api/;;;5195;;;4.5;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1524298;;;Build A Complete CMS App Using Angular 5;;;/course/build-a-complete-cms-app-using-angular-5/;;;584;;;4.55;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1524298;;;Build A Complete CMS App Using Angular 5;;;/course/build-a-complete-cms-app-using-angular-5/;;;584;;;4.55;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3516674;;;Video Background Transparent Login Form-HTML CSS & BOOTSTRAP;;;/course/transparent-login-form/;;;12293;;;4.35;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;729306;;;Getting Started with Building a GWT Web Application;;;/course/getting-started-with-building-a-gwt-web-application/;;;291;;;3.7;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;267286;;;Basic Concepts of Web Development, HTTP and Java Servlets;;;/course/web-application-and-java-servlet-concepts/;;;2879;;;3.1;;;83
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;365716;;;Learning Joomla! 3 Extension Development;;;/course/learning-joomla-3-extension-development/;;;415;;;3.55;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1706950;;;Create Virtual Reality Apps using React VR & React 360;;;/course/create-virtual-reality-apps-using-react-vr-react-360/;;;693;;;4.7;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1971402;;;C to Learn Programming Technique : C to Master Skills;;;/course/c-language-to-learn-programming-technique-c-to-master-skill/;;;1895;;;3.75;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;755932;;;Introducing Ionic 2;;;/course/introducing-ionic-2/;;;409;;;3.25;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;756084;;;Create HTML Email from scratch in just 2 hours;;;/course/html-email-from-scratch-in-gmail/;;;417;;;3.6;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3153392;;;Build Ecommerce Like Amazon By JavaScript, Node & MongoDB;;;/course/build-ecommerce-like-amazon-javascript-node-mongodb/;;;364;;;4.55;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;520870;;;WordPress Theme Customization 101 (for beginners);;;/course/wordpress-theme-customization-101-for-beginners/;;;462;;;4.25;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2793098;;;The Complete PHP Masterclass - Go from Beginner to Artisan;;;/course/the-complete-php-masterclass-go-from-beginner-to-artisan/;;;8854;;;4.45;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2299198;;;JavaScript: Coding Challenge Bootcamp - 2020;;;/course/javascript-coding-challenges-bootcamp/;;;17830;;;3.9;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3592432;;;The Complete CSS Course;;;/course/the-complete-css-course-u/;;;16763;;;4.5;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;309370;;;Bootstrap 3 -> Profitable WordPress Theme Development!;;;/course/bootstrap-wordpress/;;;5583;;;4.1;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3108376;;;Angular and NgRx - Building Real Project From Scratch;;;/course/angular-and-ngrx-building-real-project-from-scratch/;;;587;;;4.75;;;82
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1148660;;;Getting Started with Vue JS 2 : A Comprehensive Guide;;;/course/getting-started-with-vue-js/;;;733;;;4.85;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2852156;;;Build A Flashcard Website With Python and Django;;;/course/build-a-flashcard-website-with-python-and-django/;;;6181;;;4.8;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1623990;;;MongoDB for Beginners - Fast track;;;/course/mongodb-for-beginners-fast-track/;;;8871;;;4.45;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;900434;;;VueJS V1 Introduction to VueJS JavaScript Framework;;;/course/vuejs-introduction-to-vuejs-javascript-framework/;;;22993;;;3.55;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;4202592;;;Build Your Own File Sharing Website;;;/course/build-file-sharing-website/;;;16404;;;4.1666665;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2899636;;;The Complete Developer Bootcamp;;;/course/the-complete-developer-bootcamp/;;;28832;;;4.0;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2904364;;;OAuth2 & OpenID Core: Best Practices For Implementers 2021;;;/course/oauth2-openid-core-technical-deep-dive/;;;407;;;4.3;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;607056;;;JavaScript Introduction to Object Oriented JavaScript;;;/course/javascript-introduction-to-object-oriented-javascript/;;;8017;;;3.7;;;81
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;104162;;;Installing and Setting up FreeSWITCH: Basics;;;/course/installing-and-setting-up-freeswitch-basics/;;;380;;;2.95;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1567268;;;PHP : Zero to Hero;;;/course/php-from-zero-to-e-commerce-with-paypal-api/;;;1323;;;4.45;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1375217;;;PHP MySQL Master from Scratch with Projects;;;/course/php-mysql-master-with-projects/;;;4452;;;3.75;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2645080;;;The complete gRPC course 2020 [Golang + Java + Protobuf];;;/course/the-complete-grpc-course/;;;16570;;;4.15;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3782122;;;End to End React with Prisma 2;;;/course/end-to-end-react-with-prisma-2/;;;21151;;;4.318182;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1508462;;;Starting with NodeJS-HapiJS and ReactJS;;;/course/starting-with-nodejs-hapijs-and-reactjs/;;;510;;;4.1;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1362816;;;React for absolute beginners;;;/course/react-for-absolute-beginners/;;;2808;;;3.1;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2629788;;;XML and XSD: a complete W3C-content based course (+10 hours);;;/course/xml-and-xsd-a-complete-w3c-content-based-course/;;;38600;;;4.25;;;80
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1127048;;;ASP.NET C# - Enterprise Web Systems From Novice to Expert;;;/course/aspnet-c-enterprise-web-systems-from-novice-to-expert/;;;906;;;3.2;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2339296;;;Ionic 4 Firebase with Angular-Build PWA, Native Android, iOS;;;/course/ionic-4-firebase-with-angular-build-pwa-native-android-ios/;;;358;;;4.55;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;661780;;;JavaScript Promises: Applications in ES6 and AngularJS;;;/course/javascript-promises-applications-in-es6-and-angularjs/;;;827;;;3.9;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;862428;;;PHP : Learn to upload files to Amazon S3 and use CloudFront;;;/course/php-learn-to-upload-files-to-amazon-s3-and-use-cloudfront/;;;1408;;;4.2;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3693982;;;Start with TALL: Use Tailwind, Alpine, Laravel & Livewire;;;/course/tall-stack-integrate-tailwind-alpine-laravel-and-livewire/;;;410;;;4.375;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;925742;;;The Complete Google Chrome Extensions Developer Course;;;/course/extensions/;;;17412;;;3.8;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;2688886;;;Google Apps Script Build 28+ Fun Projects Sites G Suite;;;/course/google-apps-script-projects/;;;840;;;4.6;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;3696600;;;Learn CSS and Create Websites using Bootstrap 4;;;/course/learn-css-and-create-websites-using-bootstrap-4/;;;7193;;;4.9;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1326114;;;Progressive Web Apps (PWA) - From Beginner to Expert;;;/course/progressive-web-apps-pwa-from-beginner-to-expert/;;;1029;;;4.4;;;79
Development;;;8;;;Web Development;;;Learn web development skills to build fully functioning websites.;;;/courses/development/web-development/;;;1481966;;;The Complete Microservices With Java;;;/course/getting-started-with-microservices-from-zero-to-production/;;;1391;;;2.8;;;79
